style,artist,picture,image
New_Realism,edward-hopper,the-city.jpg,downloaded_images\the-city.jpg
Baroque,pieter-de-hooch,the-courtyard-of-a-house-in-delft.jpg,downloaded_images\the-courtyard-of-a-house-in-delft.jpg
Symbolism,mikalojus-ciurlionis,wrath-ii-1904(1).jpg,downloaded_images\wrath-ii-1904(1).jpg
Impressionism,camille-pissarro,landscape-with-a-donkey.jpg,downloaded_images\landscape-with-a-donkey.jpg
Naive_Art_Primitivism,louis-vivin,trois-personnages-avec-un-chien.jpg,downloaded_images\trois-personnages-avec-un-chien.jpg
Romanticism,sir-lawrence-alma-tadema,in-the-temple-1871.jpg,downloaded_images\in-the-temple-1871.jpg
Art_Nouveau_Modern,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919-3.jpg,downloaded_images\sketches-of-costumes-for-tale-of-tsar-saltan-1919-3.jpg
Post_Impressionism,gustave-loiseau,path-in-the-snow.jpg,downloaded_images\path-in-the-snow.jpg
Impressionism,zinaida-serebriakova,green-autumn-1908.jpg,downloaded_images\green-autumn-1908.jpg
Early_Renaissance,giovanni-bellini,the-madonna-of-the-red-cherubs.jpg,downloaded_images\the-madonna-of-the-red-cherubs.jpg
Realism,aleksey-savrasov,at-the-cemetery-1884.jpg,downloaded_images\at-the-cemetery-1884.jpg
Baroque,peter-paul-rubens,the-crowning-of-st-catherine.jpg,downloaded_images\the-crowning-of-st-catherine.jpg
Realism,isaac-levitan,twilight-moon-1899.jpg,downloaded_images\twilight-moon-1899.jpg
Realism,vladimir-makovsky,hiring-a-servants-1891.jpg,downloaded_images\hiring-a-servants-1891.jpg
Mannerism_Late_Renaissance,giorgio-vasari,the-studio-of-the-painter.jpg,downloaded_images\the-studio-of-the-painter.jpg
Northern_Renaissance,hans-memling,the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487.jpg,downloaded_images\the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487.jpg
Ukiyo_e,keisai-eisen,daikoku-ebisu-and-fukurokuju-counting-money.jpg,downloaded_images\daikoku-ebisu-and-fukurokuju-counting-money.jpg
Impressionism,marie-bracquemond,the-artist-s-son-and-sister-in-the-garden-at-sevres-1890.jpg,downloaded_images\the-artist-s-son-and-sister-in-the-garden-at-sevres-1890.jpg
Impressionism,federico-zandomeneghi,young-girl-reading-1.jpg,downloaded_images\young-girl-reading-1.jpg
Symbolism,mstislav-dobuzhinsky,street-in-munich-1901.jpg,downloaded_images\street-in-munich-1901.jpg
Post_Impressionism,paul-cezanne,man-with-a-pipe-1892.jpg,downloaded_images\man-with-a-pipe-1892.jpg
Impressionism,childe-hassam,late-afternoon-new-york-winter-1900.jpg,downloaded_images\late-afternoon-new-york-winter-1900.jpg
Impressionism,childe-hassam,the-spanish-steps-rome.jpg,downloaded_images\the-spanish-steps-rome.jpg
Symbolism,nicholas-roerich,treasure-of-snows-kangchenjunga-1940.jpg,downloaded_images\treasure-of-snows-kangchenjunga-1940.jpg
Impressionism,georges-seurat,farmer-to-work-1883.jpg,downloaded_images\farmer-to-work-1883.jpg
Romanticism,konstantin-makovsky,female-portrait-5.jpg,downloaded_images\female-portrait-5.jpg
Expressionism,jean-helion,accident-1979.jpg,downloaded_images\accident-1979.jpg
Impressionism,giovanni-fattori,die-roten-f-sser-1870.jpg,downloaded_images\die-roten-f-sser-1870.jpg
Impressionism,childe-hassam,up-the-avenue-from-thirty-fourth-street.jpg,downloaded_images\up-the-avenue-from-thirty-fourth-street.jpg
Minimalism,brice-marden,i-1986.jpg,downloaded_images\i-1986.jpg
Abstract_Expressionism,paul-reed,16j-1963.jpg,downloaded_images\16j-1963.jpg
High_Renaissance,lorenzo-lotto,sleeping-apollo-muses-and-fama.jpg,downloaded_images\sleeping-apollo-muses-and-fama.jpg
Expressionism,vela-zanetti,the-sheperdess-1975.jpg,downloaded_images\the-sheperdess-1975.jpg
Impressionism,mikhail-nesterov,autumn-1906.jpg,downloaded_images\autumn-1906.jpg
Expressionism,richard-diebenkorn,interior-with-flowers.jpg,downloaded_images\interior-with-flowers.jpg
Color_Field_Painting,perle-fine,cool-series-black-over-green-1963.jpg,downloaded_images\cool-series-black-over-green-1963.jpg
Contemporary_Realism,jamie-wyeth,comet-1997.jpg,downloaded_images\comet-1997.jpg
Rococo,joshua-reynolds,james-fitzgerald-duke-of-leinster.jpg,downloaded_images\james-fitzgerald-duke-of-leinster.jpg
Rococo,antoine-pesne,portrait-of-frederick-william-i-of-prussia.jpg,downloaded_images\portrait-of-frederick-william-i-of-prussia.jpg
Impressionism,william-merritt-chase,girl-in-a-japanese-kimono.jpg,downloaded_images\girl-in-a-japanese-kimono.jpg
Impressionism,edgar-degas,after-the-bath-1896-1.jpg,downloaded_images\after-the-bath-1896-1.jpg
Baroque,hendrick-terbrugghen,the-calling-of-st-matthew-1.jpg,downloaded_images\the-calling-of-st-matthew-1.jpg
Romanticism,jan-matejko,casimir-the-great.jpg,downloaded_images\casimir-the-great.jpg
Impressionism,samuel-mutzner,poarta-templului-lama-peking-1915.jpg,downloaded_images\poarta-templului-lama-peking-1915.jpg
Romanticism,gustave-dore,in-with-the-river-sunk-and-with-it-rose-satan.jpg,downloaded_images\in-with-the-river-sunk-and-with-it-rose-satan.jpg
High_Renaissance,lorenzo-lotto,signor-marsilio-cassotti-and-his-wife-faustina-1523.jpg,downloaded_images\signor-marsilio-cassotti-and-his-wife-faustina-1523.jpg
Color_Field_Painting,perle-fine,cool-series-no-12-fiercely-remote-1963.jpg,downloaded_images\cool-series-no-12-fiercely-remote-1963.jpg
Romanticism,jan-matejko,coronation.jpg,downloaded_images\coronation.jpg
Impressionism,sever-burada,tatar-houses-in-balchik.jpg,downloaded_images\tatar-houses-in-balchik.jpg
Symbolism,nicholas-roerich,trans-himalayas-1928-1.jpg,downloaded_images\trans-himalayas-1928-1.jpg
Art_Nouveau_Modern,edmund-dulac,the-gentleman-in-waiting-the-nightingale.jpg,downloaded_images\the-gentleman-in-waiting-the-nightingale.jpg
Rococo,william-hogarth,a-harlot-s-progress-plate-1.jpg,downloaded_images\a-harlot-s-progress-plate-1.jpg
Post_Impressionism,paula-modersohn-becker,still-life-with-milk-1905.jpg,downloaded_images\still-life-with-milk-1905.jpg
Northern_Renaissance,albrecht-durer,the-descent-of-the-holy-spirit-1511.jpg,downloaded_images\the-descent-of-the-holy-spirit-1511.jpg
Northern_Renaissance,hieronymus-bosch,temptation-of-st-anthony-2.jpg,downloaded_images\temptation-of-st-anthony-2.jpg
Romanticism,alexander-shilov,awakening-1982.jpg,downloaded_images\awakening-1982.jpg
Symbolism,konstantin-somov,fireworks-1.jpg,downloaded_images\fireworks-1.jpg
Symbolism,zinaida-serebriakova,put-on-one-s-shoes-farmer-1915.jpg,downloaded_images\put-on-one-s-shoes-farmer-1915.jpg
Symbolism,odilon-redon,the-druidess-1893.jpg,downloaded_images\the-druidess-1893.jpg
Abstract_Expressionism,morris-graves,machine-age-noise-1957.jpg,downloaded_images\machine-age-noise-1957.jpg
Abstract_Expressionism,sam-francis,untitled-sf-357.jpg,downloaded_images\untitled-sf-357.jpg
Impressionism,konstantin-korovin,on-the-beach-in-the-crimea-1909.jpg,downloaded_images\on-the-beach-in-the-crimea-1909.jpg
Expressionism,ernst-ludwig-kirchner,two-women-at-a-couch.jpg,downloaded_images\two-women-at-a-couch.jpg
High_Renaissance,andrea-mantegna,the-triumph-and-vespasian-de-titus-1500.jpg,downloaded_images\the-triumph-and-vespasian-de-titus-1500.jpg
Realism,vasily-vereshchagin,dressing-station-1879.jpg,downloaded_images\dressing-station-1879.jpg
Mannerism_Late_Renaissance,tintoretto,annunciation-maria-1594.jpg,downloaded_images\annunciation-maria-1594.jpg
Rococo,thomas-gainsborough,portrait-of-johann-christian-bach-1776.jpg,downloaded_images\portrait-of-johann-christian-bach-1776.jpg
Impressionism,pierre-auguste-renoir,wilhelm-muhlfeld-1910.jpg,downloaded_images\wilhelm-muhlfeld-1910.jpg
Impressionism,konstantin-korovin,portrait-of-an-officer-1916.jpg,downloaded_images\portrait-of-an-officer-1916.jpg
Post_Impressionism,paul-gauguin,the-hibiskus-tree-1892.jpg,downloaded_images\the-hibiskus-tree-1892.jpg
Post_Impressionism,edouard-cortes,the-place-de-opera.jpg,downloaded_images\the-place-de-opera.jpg
Art_Nouveau_Modern,sergey-solomko,st-jenevieve-and-the-new-attila.jpg,downloaded_images\st-jenevieve-and-the-new-attila.jpg
Impressionism,alfred-sisley,the-seine-at-bougival-1873-1.jpg,downloaded_images\the-seine-at-bougival-1873-1.jpg
Impressionism,claude-monet,water-lily-pond-1.jpg,downloaded_images\water-lily-pond-1.jpg
Impressionism,pierre-auguste-renoir,music-two-paintings.jpg,downloaded_images\music-two-paintings.jpg
Realism,vasily-surikov,monk.jpg,downloaded_images\monk.jpg
Pop_Art,andy-warhol,the-last-supper-1986.jpg,downloaded_images\the-last-supper-1986.jpg
Symbolism,felicien-rops,behind-the-scenes.jpg,downloaded_images\behind-the-scenes.jpg
Impressionism,john-singer-sargent,cottage-at-fairford-gloucestershire-1892.jpg,downloaded_images\cottage-at-fairford-gloucestershire-1892.jpg
Romanticism,karl-bodmer,mehkskeme-sukahs-blackfoot-chief-and-tatsicki-stomick-piekann-chief-plate-45-from-volume1-of-1834.jpg,downloaded_images\mehkskeme-sukahs-blackfoot-chief-and-tatsicki-stomick-piekann-chief-plate-45-from-volume1-of-1834.jpg
Synthetic_Cubism,georges-braque,the-musician-1918.jpg,downloaded_images\the-musician-1918.jpg
Northern_Renaissance,lucas-cranach-the-elder,katharina-von-bora-future-wife-of-martin-luther-1526.jpg,downloaded_images\katharina-von-bora-future-wife-of-martin-luther-1526.jpg
Impressionism,octav-bancila,flori-de-m-r.jpg,downloaded_images\flori-de-m-r.jpg
Realism,camille-corot,the-church-at-lormes.jpg,downloaded_images\the-church-at-lormes.jpg
Expressionism,margareta-sterian,behind-the-curtain.jpg,downloaded_images\behind-the-curtain.jpg
Symbolism,konstantin-somov,gardener-gift.jpg,downloaded_images\gardener-gift.jpg
Realism,thomas-eakins,illustrated-letter-written-to-his-family-1866.jpg,downloaded_images\illustrated-letter-written-to-his-family-1866.jpg
Romanticism,orest-kiprensky,portrait-of-ivan-petrovich-wolfe-1811.jpg,downloaded_images\portrait-of-ivan-petrovich-wolfe-1811.jpg
New_Realism,john-french-sloan,carol-with-red-curls-1913.jpg,downloaded_images\carol-with-red-curls-1913.jpg
Post_Impressionism,vincent-van-gogh,at-the-foot-of-the-mountains-1889(1).jpg,downloaded_images\at-the-foot-of-the-mountains-1889(1).jpg
Northern_Renaissance,dirk-bouts,martyrdom-of-st-erasmus-left-wing.jpg,downloaded_images\martyrdom-of-st-erasmus-left-wing.jpg
Northern_Renaissance,petrus-christus,nativity-1452.jpg,downloaded_images\nativity-1452.jpg
Color_Field_Painting,anne-appleby,sage-1997.jpg,downloaded_images\sage-1997.jpg
Impressionism,joaquã­n-sorolla,beach-at-zarauz-1910.jpg,downloaded_images\beach-at-zarauz-1910.jpg
Symbolism,felicien-rops,the-sailors-den.jpg,downloaded_images\the-sailors-den.jpg
Impressionism,eugene-boudin,antwerp-the-head-of-flanders.jpg,downloaded_images\antwerp-the-head-of-flanders.jpg
Cubism,roger-de-la-fresnaye,diabolo.jpg,downloaded_images\diabolo.jpg
Realism,ilya-repin,portrait-of-member-of-state-council-grand-prince-mikhail-aleksandrovich-romanov-study-1901.jpg,downloaded_images\portrait-of-member-of-state-council-grand-prince-mikhail-aleksandrovich-romanov-study-1901.jpg
Symbolism,odilon-redon,the-apparition.jpg,downloaded_images\the-apparition.jpg
Impressionism,robert-julian-onderdonk,through-the-hills-in-sw-texas-1911.jpg,downloaded_images\through-the-hills-in-sw-texas-1911.jpg
Romanticism,paul-cezanne,portrait-of-achille-emperaire-1868.jpg,downloaded_images\portrait-of-achille-emperaire-1868.jpg
Contemporary_Realism,janet-fish,black-bowl-red-scarf-2007.jpg,downloaded_images\black-bowl-red-scarf-2007.jpg
Realism,eugene-boudin,the-honfleur-lighthouse.jpg,downloaded_images\the-honfleur-lighthouse.jpg
Realism,pyotr-konchalovsky,katya-by-the-window-1935.jpg,downloaded_images\katya-by-the-window-1935.jpg
Romanticism,gustave-dore,the-panther(1).jpg,downloaded_images\the-panther(1).jpg
Impressionism,antoine-blanchard,la-gare-dorleans-et-le-quai-dorsay.jpg,downloaded_images\la-gare-dorleans-et-le-quai-dorsay.jpg
Romanticism,dante-gabriel-rossetti,belcolore-1880.jpg,downloaded_images\belcolore-1880.jpg
Realism,isaac-levitan,a-river-1888.jpg,downloaded_images\a-river-1888.jpg
Mannerism_Late_Renaissance,tintoretto,battle-between-turks-and-christians-1589.jpg,downloaded_images\battle-between-turks-and-christians-1589.jpg
Baroque,artemisia-gentileschi,allegoria-dell-inclinazione-1615.jpg,downloaded_images\allegoria-dell-inclinazione-1615.jpg
Post_Impressionism,a.y.-jackson,maple-woods-algoma-1920.jpg,downloaded_images\maple-woods-algoma-1920.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-girl-from-the-farm.jpg,downloaded_images\the-girl-from-the-farm.jpg
Realism,ilya-repin,portrait-of-professor-ivanov-1882.jpg,downloaded_images\portrait-of-professor-ivanov-1882.jpg
Realism,vincent-van-gogh,old-man-in-a-tail-coat-1882.jpg,downloaded_images\old-man-in-a-tail-coat-1882.jpg
Impressionism,konstantin-korovin,kem-1905.jpg,downloaded_images\kem-1905.jpg
Realism,ivan-shishkin,view-of-the-yelabuga-1861.jpg,downloaded_images\view-of-the-yelabuga-1861.jpg
Art_Nouveau_Modern,felix-vallotton,portrait-of-french-poet-jehan-rictus-1898.jpg,downloaded_images\portrait-of-french-poet-jehan-rictus-1898.jpg
Minimalism,jo-baer,cardinations-1974.jpg,downloaded_images\cardinations-1974.jpg
Symbolism,nicholas-roerich,messenger-island-1914.jpg,downloaded_images\messenger-island-1914.jpg
Impressionism,claude-monet,the-pyramids-cliffs-at-belle-ile.jpg,downloaded_images\the-pyramids-cliffs-at-belle-ile.jpg
Abstract_Expressionism,frank-stella,yellow-journal-1982.jpg,downloaded_images\yellow-journal-1982.jpg
Realism,jean-francois-millet,shepherdesses-seated-in-the-shade.jpg,downloaded_images\shepherdesses-seated-in-the-shade.jpg
Baroque,joseph-wright,study-of-the-terrain-near-vesuvius.jpg,downloaded_images\study-of-the-terrain-near-vesuvius.jpg
Realism,ion-andreescu,onions.jpg,downloaded_images\onions.jpg
Post_Impressionism,pierre-bonnard,eiffel-tower-and-the-seine.jpg,downloaded_images\eiffel-tower-and-the-seine.jpg
Art_Nouveau_Modern,jacek-malczewski,passing-on-the-palette.jpg,downloaded_images\passing-on-the-palette.jpg
Symbolism,nicholas-roerich,girls-1944.jpg,downloaded_images\girls-1944.jpg
Rococo,francois-boucher,vulcan-presenting-arms-to-venus-for-aeneas-1756.jpg,downloaded_images\vulcan-presenting-arms-to-venus-for-aeneas-1756.jpg
New_Realism,john-french-sloan,deep-blue-sea-1916.jpg,downloaded_images\deep-blue-sea-1916.jpg
Post_Impressionism,gustave-loiseau,quay-at-dieppe.jpg,downloaded_images\quay-at-dieppe.jpg
Impressionism,claude-monet,springtime.jpg,downloaded_images\springtime.jpg
Minimalism,felix-gonzalez-torres,untitled-last-light-1993.jpg,downloaded_images\untitled-last-light-1993.jpg
Expressionism,martiros-saryan,in-yerevan-1908.jpg,downloaded_images\in-yerevan-1908.jpg
Symbolism,nicholas-roerich,star-of-the-hero-1932.jpg,downloaded_images\star-of-the-hero-1932.jpg
Romanticism,john-constable,the-opening-of-waterloo-bridge-seen-from-whitehall-stairs.jpg,downloaded_images\the-opening-of-waterloo-bridge-seen-from-whitehall-stairs.jpg
Romanticism,jan-matejko,stanislaw-leszczynski-1.jpg,downloaded_images\stanislaw-leszczynski-1.jpg
Post_Impressionism,paul-gauguin,the-great-buddha-1899.jpg,downloaded_images\the-great-buddha-1899.jpg
Art_Nouveau_Modern,edmund-dulac,prospero-in-secret-studies-from-the-tempest.jpg,downloaded_images\prospero-in-secret-studies-from-the-tempest.jpg
Northern_Renaissance,albrecht-durer,christ-bearing-the-cross-1498.jpg,downloaded_images\christ-bearing-the-cross-1498.jpg
Impressionism,santiago-rusinol,senyor-quer-in-the-garden-1889.jpg,downloaded_images\senyor-quer-in-the-garden-1889.jpg
Expressionism,august-macke,the-hat-shop-1913.jpg,downloaded_images\the-hat-shop-1913.jpg
Art_Nouveau_Modern,koloman-moser,stage-design-for-the-phantom-of-hermann-bahr-1913.jpg,downloaded_images\stage-design-for-the-phantom-of-hermann-bahr-1913.jpg
Romanticism,sir-lawrence-alma-tadema,courtship-the-proposal-1892.jpg,downloaded_images\courtship-the-proposal-1892.jpg
Post_Impressionism,maurice-denis,homage-to-cezanne-1900.jpg,downloaded_images\homage-to-cezanne-1900.jpg
Pointillism,henri-edmond-cross,boats-in-the-port-of-st-tropez.jpg,downloaded_images\boats-in-the-port-of-st-tropez.jpg
Rococo,joshua-reynolds,lady-charles-spencer.jpg,downloaded_images\lady-charles-spencer.jpg
Color_Field_Painting,morris-louis,apogee-1962.jpg,downloaded_images\apogee-1962.jpg
Color_Field_Painting,anne-truitt,7-nov-62-1962.jpg,downloaded_images\7-nov-62-1962.jpg
Impressionism,camille-pissarro,portrait-of-eugene-murer-1878.jpg,downloaded_images\portrait-of-eugene-murer-1878.jpg
Minimalism,agnes-martin,happy-valley-1967.jpg,downloaded_images\happy-valley-1967.jpg
Post_Impressionism,vincent-van-gogh,wheat-field-1888-1.jpg,downloaded_images\wheat-field-1888-1.jpg
Impressionism,james-ensor,old-lady-with-blue-shawl-the-artist-s-grandmother-1881.jpg,downloaded_images\old-lady-with-blue-shawl-the-artist-s-grandmother-1881.jpg
Pointillism,henri-edmond-cross,siesta-by-the-water.jpg,downloaded_images\siesta-by-the-water.jpg
Post_Impressionism,moise-kisling,not-identified-1952.jpg,downloaded_images\not-identified-1952.jpg
Impressionism,claude-monet,the-seine-near-giverny-2.jpg,downloaded_images\the-seine-near-giverny-2.jpg
Naive_Art_Primitivism,maria-primachenko,wild-cat-1977.jpg,downloaded_images\wild-cat-1977.jpg
Impressionism,edouard-manet,seascape-at-arcachon-arcachon-beautiful-weather-1871.jpg,downloaded_images\seascape-at-arcachon-arcachon-beautiful-weather-1871.jpg
Impressionism,paul-signac,the-port-of-st-tropez.jpg,downloaded_images\the-port-of-st-tropez.jpg
Symbolism,konstantin-bogaevsky,seashore-1907.jpg,downloaded_images\seashore-1907.jpg
Post_Impressionism,gustave-loiseau,etretat-la-point-de-batterie-1902.jpg,downloaded_images\etretat-la-point-de-batterie-1902.jpg
Post_Impressionism,maurice-prendergast,study-st-malo-no-11.jpg,downloaded_images\study-st-malo-no-11.jpg
Action_painting,jackson-pollock,number-7-out-of-the-web-1949.jpg,downloaded_images\number-7-out-of-the-web-1949.jpg
Contemporary_Realism,jamie-wyeth,mischief-night-1986.jpg,downloaded_images\mischief-night-1986.jpg
Realism,viktor-vasnetsov,headed-duck-hunter-1889.jpg,downloaded_images\headed-duck-hunter-1889.jpg
Naive_Art_Primitivism,camille-bombois,le-maquereau-1935.jpg,downloaded_images\le-maquereau-1935.jpg
Impressionism,john-henry-twachtman,round-hill-road-1900.jpg,downloaded_images\round-hill-road-1900.jpg
Post_Impressionism,ferdynand-ruszczyc,astronomical-observatory-of-vilnius-university-1910.jpg,downloaded_images\astronomical-observatory-of-vilnius-university-1910.jpg
Symbolism,odilon-redon,the-birth-of-venus-1912-2.jpg,downloaded_images\the-birth-of-venus-1912-2.jpg
Art_Nouveau_Modern,nicholas-roerich,ominous-1901.jpg,downloaded_images\ominous-1901.jpg
Naive_Art_Primitivism,marc-chagall,lot-s-daughters-1931.jpg,downloaded_images\lot-s-daughters-1931.jpg
