style,artist,picture
Realism,ilya-repin,aleksander-iii-receiving-rural-district-elders-in-the-yard-of-petrovsky-palace-in-moscow-1886
Baroque,guido-reni,saint-peter-1634
Rococo,pietro-longhi,the-alchemists
Post_Impressionism,ion-pacea,white-flowers-and-apples
Realism,charles-francois-daubigny,the-bog-in-the-sunset-1861
Realism,vladimir-makovsky,the-artist-and-the-apprentice
Realism,ivan-shishkin,edge-of-the-forest-1892
Baroque,ivan-nikitin,tzarina-praskovia-ioanovna-1714
High_Renaissance,titian,cupid-with-the-wheel-of-fortune
Mannerism_Late_Renaissance,tintoretto,saint-george-and-the-dragon
Impressionism,edgar-degas,portrait-of-an-italian-1856
Realism,peder-severin-kroyer,georg-brandes-1902
Early_Renaissance,fra-angelico,scenes-from-the-lives-of-sts-lawrence-and-stephen-1449
Post_Impressionism,maxime-maufra,flood-joinville-le-pont-1910
Symbolism,nicholas-roerich,st-sergius-hermitage
Post_Impressionism,david-burliuk,portrait-of-frank-banker-1948(1)
Color_Field_Painting,barnett-newman,outcry-1958
Contemporary_Realism,jamie-wyeth,grackles-and-angus-1974
Impressionism,claude-monet,the-dinner-1869
Impressionism,joaquã­n-sorolla,looking-for-crabs-among-the-rocks-javea-1905
Realism,vasily-vereshchagin,boy-uzbek-1868
Rococo,thomas-gainsborough,the-painter-s-daughters-chasing-a-butterfly-1759
Baroque,caravaggio,christ-on-the-mount-of-olives-1605(1)
Post_Impressionism,vincent-van-gogh,the-ravine-of-the-peyroulets-1889
Naive_Art_Primitivism,louis-vivin,le-moulin-de-la-galette-1926
Post_Impressionism,pyotr-konchalovsky,forging-of-buffalo-study-1927-1
Post_Impressionism,vincent-van-gogh,head-of-a-man-1886-1(1)
Post_Impressionism,ferdynand-ruszczyc,w-wiat-1901
Early_Renaissance,benozzo-gozzoli,procession-of-the-magus-balthazar-detail-1461-7
Abstract_Expressionism,paul-reed,16f-1963
Rococo,jean-baptiste-simeon-chardin,self-portrait-with-an-easel-1779
Impressionism,pierre-auguste-renoir,woman-with-a-mandolin-1919
Romanticism,camille-corot,the-roman-campagna-la-cervara
Expressionism,kathe-kollwitz,bread-1924
Realism,johan-hendrik-weissenbruch,fish-market-sun-1873
Symbolism,nicholas-roerich,sanctuaries-and-citadels-1925
Realism,camille-corot,dunkirk-the-fishing-docks
Northern_Renaissance,bernhard-strigel,portrait-of-maximilian-i-1459-1519-1508
Impressionism,arkhip-kuindzhi,cloud-1
Impressionism,marianne-north,mouth-of-the-kuching-river-sarawak-borneo-1876
Impressionism,theodor-pallady,nude-on-the-couch-1943
Fauvism,endre-bartos,bad-ems-1994
Color_Field_Painting,morris-louis,yad-1958
Expressionism,edvard-munch,ashes-1894
Naive_Art_Primitivism,marc-chagall,moses-with-the-tablets-of-the-law-1963
Impressionism,georges-seurat,riverman-1884
Impressionism,claude-monet,the-departure-of-the-boats-etretat
Baroque,bartolome-esteban-murillo,daniel-in-the-lions-den
Post_Impressionism,vincent-van-gogh,field-with-houses-under-a-sky-with-sun-disk-1888(1)
Early_Renaissance,luca-signorelli,moses-s-testament-and-death-detail-1482
Romanticism,gustave-dore,don-quixote-134
Minimalism,felix-gonzalez-torres,untitled-north-1993
Impressionism,william-merritt-chase,landscape-near-coney-island
Impressionism,childe-hassam,chatou-near-bougival
Pop_Art,nicholas-krushenick,quick-red-fox-1963
Romanticism,gustave-dore,the-rime-of-the-ancient-mariner
Post_Impressionism,henri-de-toulouse-lautrec,moulin-rouge-the-departure-of-the-quadrille-1892
Romanticism,william-shayer,the-smith-brothers-of-chichester
Impressionism,camille-pissarro,peasant-woman-at-the-well
Naive_Art_Primitivism,jules-lefranc,paris-du-pont-alexandre-iii-1932
Post_Impressionism,vincent-van-gogh,canal(1)
Realism,isaac-levitan,village-winter-1888
Realism,charles-francois-daubigny,the-themse-in-erith-1866
Baroque,guido-reni,joseph-and-potiphar
Abstract_Expressionism,eva-hesse,spectres-1960
Early_Renaissance,jacopo-bellini,the-twelve-apostles-in-a-barrel-vaulted-passage-1470
Realism,leon-bonnat,madame-pasca-1874
Rococo,thomas-gainsborough,the-artist-s-daughter-margaret-1772
Art_Nouveau_Modern,raphael-kirchner,girls-heads-in-a-circle-1901-3
Baroque,gerrit-dou,still-life-with-book-and-purse
Cubism,le-corbusier,untitled-1932
Realism,valentin-serov,misha-serov
Rococo,giovanni-battista-tiepolo,the-sacrifice-of-iphigenia-1757
Abstract_Expressionism,lee-krasner,untitled-from-little-image-series-1949
Naive_Art_Primitivism,marc-chagall,elijah-resurrects-the-son-of-the-widow-of-zarephath-i-kings-xvii-17-22
Art_Nouveau_Modern,nicholas-roerich,glad-visitors-1914
Rococo,bernardo-bellotto,colosseum-and-arch-of-constantine-rome
Realism,leon-bonnat,charles-ephrussi
Realism,ilya-mashkov,breakfast-still-life-1924
Northern_Renaissance,albrecht-durer,studies-on-a-great-picture-of-the-virgin-madonna-with-child-ten-saints-and-angels
Post_Impressionism,vincent-van-gogh,daubigny-s-garden-1890(1)
Realism,grigoriy-myasoyedov,portrait-of-old-woman
Art_Nouveau_Modern,nicholas-roerich,kiss-the-earth-1912-1
High_Renaissance,pietro-perugino,polyptych-of-st-peter-san-mauro-1500
Impressionism,william-merritt-chase,portrait-of-harriet-hubbard-ayers
Early_Renaissance,pietro-perugino,st-anthony-of-padua-and-st-sebastian-1478
Expressionism,lucian-freud,annabel-2
Expressionism,georges-braque,the-sunflowers-1943
Expressionism,paul-klee,station-l-112-1923(1)
Abstract_Expressionism,mark-tobey,aerial-centers-1967
Rococo,joshua-reynolds,omai-of-the-friendly-isles
Cubism,stanley-pinker,god-dog
Mannerism_Late_Renaissance,paolo-veronese,portrait-of-alessandro-vittoria
Ukiyo_e,utagawa-kuniyoshi,dipicting-the-characters-from-the-chushingura-2
Northern_Renaissance,albrecht-durer,saint-eustace
Pointillism,camille-pissarro,flock-of-sheep-in-a-field-after-the-harvest-1889
Realism,charles-francois-daubigny,landscape-near-villerville-1873
Realism,vincent-van-gogh,peasant-woman-with-a-child-in-her-lap-1885
Expressionism,august-macke,sunny-way
High_Renaissance,lorenzo-lotto,portrait-of-lucina-brembati-1523
High_Renaissance,raphael,st-cecilia-with-saints-detail-1516
Minimalism,jo-baer,h-arcuata-1971(1)
Baroque,yov-kondzelevych,icon-of-the-savior-from-the-maniava-hermitage-iconostasis1698-1705
Art_Nouveau_Modern,wilhelm-kotarbinski,a-roman-bacchanal
Art_Nouveau_Modern,raphael-kirchner,girls-heads-and-shoulders-on-a-green-panel
Realism,james-mcneill-whistler,arrangement-in-black-no-2-portrait-of-mrs-louis-huth-1873
Post_Impressionism,ion-pacea,falez-la-vama-veche
Romanticism,joseph-wright,a-view-of-mount-etna-and-a-nearby-town
Impressionism,kazimir-malevich,triple-portrait-1933
Impressionism,andre-dunoyer-de-segonzac,nature-morte-de-fleurs-et-fruits
Realism,gustave-courbet,the-bathers-1853
Post_Impressionism,maurice-prendergast,children-in-the-park
Impressionism,william-james-glackens,parade-1912
Post_Impressionism,pierre-bonnard,carriage-horse
Northern_Renaissance,mabuse,the-high-council
New_Realism,edward-hopper,baptistry-of-st-john-s
Art_Nouveau_Modern,kay-nielsen,the-flying-trunk
Post_Impressionism,edouard-cortes,the-pantheon
Color_Field_Painting,paul-jenkins,patternity
Baroque,guido-reni,cherub-sleeps-1627
Impressionism,claude-monet,tree-in-flower-near-vetheuil
Post_Impressionism,amrita-sher-gil,south-indian-villagers-going-to-a-market-1937
Northern_Renaissance,jean-hey,meeting-at-the-golden-gate
Art_Nouveau_Modern,raphael-kirchner,santoy-1900-3
Romanticism,ivan-aivazovsky,the-ruins-of-pompeii-1889
Realism,boris-kustodiev,portrait-of-f-f-notgaft-1921
Rococo,joshua-reynolds,general-john-burgoyne
Abstract_Expressionism,william-congdon,india-temples-no-2-sri-ranganathaswamy-temple-tiruchirapalli-1954
Romanticism,john-everett-millais,a-flood
Expressionism,max-beckmann,black-irises-1928
Early_Renaissance,fra-angelico,adoration-of-the-magi-1434
Realism,ivan-shishkin,broken-birch-1872
Fauvism,walasse-ting,orange-and-yellow-sunflowers
Cubism,le-corbusier,still-life-filled-with-space-1924
Art_Nouveau_Modern,raphael-kirchner,girls-with-olive-green-surrounds-1901-4
Realism,nikolay-bogdanov-belsky,wood-path-in-spring
Impressionism,frits-thaulow,the-dordogne
Symbolism,pierre-puvis-de-chavannes,between-art-and-nature-detail
Naive_Art_Primitivism,david-burliuk,a-milkmade
Realism,ilya-repin,portrait-of-the-composer-mikhail-glinka-1887
Realism,ilya-repin,behold-a-man-1867
Pointillism,maurice-prendergast,children-in-the-tree
Expressionism,george-bouzianis,old-man
Realism,boris-kustodiev,children-1900
Naive_Art_Primitivism,marc-chagall,study-to-the-jacob-s-dream-2
Northern_Renaissance,albrecht-altdorfer,self-portrait-1530
Realism,john-lewis-krimmel,fourth-of-july-in-centre-square-philadelphia-1812
Cubism,theo-van-doesburg,composition-the-cow-7
Impressionism,pierre-auguste-renoir,jacques-fray-as-a-baby-1904
Symbolism,mstislav-dobuzhinsky,the-district-court-1923
Mannerism_Late_Renaissance,rosso-fiorentino,assumption-of-the-virgin-detail-1517
Abstract_Expressionism,sam-francis,violet-yellow-and-white-1958
Baroque,osias-beert,oysters-and-glasses
Expressionism,arturo-souto,port-of-bilbao-1933
Rococo,joshua-reynolds,lady-elizabeth-seymour-conway
Impressionism,edouard-manet,study-for-the-execution-of-emperor-maximilian-1867
Impressionism,eugene-boudin,the-port-of-camaret-1872
Baroque,bartolome-esteban-murillo,the-holy-family-the-seville-virgin-1670
Baroque,peter-paul-rubens,miracle-of-st-ignatius-of-loyola
Symbolism,nicholas-roerich,ellora-1938
High_Renaissance,titian,the-beauty-1536
Art_Nouveau_Modern,ferdinand-hodler,view-of-the-horn-of-fromberg-from-reichenbach-1903
Realism,thomas-eakins,woman-knitting
Early_Renaissance,giovanni-bellini,st-jerome-reading-in-the-countryside-1485
Symbolism,mstislav-dobuzhinsky,petersburg-the-obvodny-canal-1902
Expressionism,salvador-dali,landscape-near-cadaques
Baroque,esaias-van-de-velde,merry-company-in-the-park-1614
Northern_Renaissance,pieter-bruegel-the-elder,philistine
Northern_Renaissance,jan-provoost,abraham-sara-and-an-angel
High_Renaissance,michelangelo,sistine-chapel-ceiling-creation-of-the-sun-and-moon-1512
Expressionism,paul-klee,cat-and-bird(1)
Mannerism_Late_Renaissance,agnolo-bronzino,portrait-of-lucrezia-de-medici
Impressionism,john-atkinson-grimshaw,reflections-on-the-thames-westminster-1880
Realism,camille-corot,the-road-in-gouvieux
Expressionism,walter-battiss,blondie
Post_Impressionism,maurice-prendergast,venice-the-little-bridge
Rococo,bernardo-bellotto,a-view-of-the-lobkowicz-palace-in-vienna-1761
Post_Impressionism,henri-martin,sunny-doorway
Expressionism,amedeo-modigliani,portrait-of-a-young-woman-1919
Ukiyo_e,utagawa-kunisada,kagamiiwa-hamanosuke-sumo-wrestler
Abstract_Expressionism,gerhard-richter,abstract-painting-780-1
Abstract_Expressionism,vasile-dobrian,get-yourselves-accustomed-with-the-dizzy-detachments-from-earth-from-the-archways-series
Post_Impressionism,henri-matisse,still-life-with-two-vases-1940
Expressionism,wassily-kandinsky,cemetery-and-vicarage-in-kochel-1909
Expressionism,egon-schiele,seated-woman-with-bent-knee-1917
Expressionism,salvador-dali,untitled-nude-figures-after-michelangelo
Abstract_Expressionism,richard-pousette-dart,blue-prescence-1970
Impressionism,alfred-sisley,molesey-weir-at-hampton-court-morning-1874
Art_Nouveau_Modern,carl-larsson,christmas-morning-1894(1)
Pop_Art,roy-lichtenstein,artist-s-studio-the-dance-sketch-1974(1)
Impressionism,childe-hassam,under-the-lilacs
Impressionism,cornelis-vreedenburgh,a-townscene-with-children-at-play-haarlem-1930
Naive_Art_Primitivism,maria-primachenko,long-necked-and-itching-1977
Realism,vincent-van-gogh,peasant-woman-sowing-with-a-basket-1881
Realism,martiros-saryan,flowers-lemons-oranges-1953
Symbolism,konstantin-somov,picnic-illustration-to-the-book-of-the-marquise
Realism,vasily-polenov,portrait-of-a-p-bogolyubov-1890
Symbolism,salvador-dali,iosephet-fratres-in-aegypto-1967
High_Renaissance,andrea-solario,st-ursula
Impressionism,edgar-degas,dancers-tying-shoes-1883
Realism,vincent-van-gogh,man-sitting-with-a-glass-in-his-hand-1882
Impressionism,claude-monet,the-house-seen-from-the-rose-garden
Realism,fyodor-vasilyev,landscape-with-clouds
Pop_Art,roy-lichtenstein,thinking-of-him-1963
Abstract_Expressionism,sam-francis,hail-hailey-1986
Baroque,guido-reni,the-rape-of-helen-1631
Symbolism,konstantin-somov,summer-twilight-pond
Realism,martiros-saryan,southern-winter-1934
Romanticism,william-holman-hunt,lady-fairbairn-with-her-children-1864
Post_Impressionism,edouard-cortes,caf-de-la-paix-paris
Impressionism,eugene-boudin,abbeville-street-and-the-church-of-saint-folfran-1884
Realism,john-singer-sargent,dorothy-barnard
Analytical_Cubism,pablo-picasso,study-to-girls-from-avignon-1906
Pop_Art,jim-dine,picabia-ii-forgot-1971
Impressionism,raoul-dufy,sandy-beach-of-sainte-adresse
Baroque,rembrandt,portrait-of-aechje-claesdar-1634
Impressionism,henri-de-toulouse-lautrec,dog-car-1880
Expressionism,vasile-kazar,dance-on-the-drum-1977
Realism,camille-corot,peasants-from-mur
Symbolism,nicholas-roerich,central-himalayas
Northern_Renaissance,joachim-patinir,landscape-with-st-john-the-baptist-preaching
Realism,vincent-van-gogh,figures-in-a-winter-landscape-1883(1)
Realism,pyotr-konchalovsky,portrait-of-manuel-pavon-1940
Abstract_Expressionism,frank-stella,shoubeegi-1978
Art_Nouveau_Modern,raphael-kirchner,marquisette-1
Baroque,adriaen-brouwer,jan-davidszoon-de-heem
Romanticism,jan-matejko,angel-with-flutes
Post_Impressionism,maurice-utrillo,marcadet-street
Romanticism,konstantin-makovsky,portrait-of-s-hudenkov
Post_Impressionism,vincent-van-gogh,a-group-of-figures-on-the-beach(1)
Rococo,william-hogarth,the-theft-of-a-watch
Symbolism,james-tissot,ordaining-of-the-twelve-apostles-1894
Pop_Art,andy-warhol,portrait-of-maurice
Baroque,anthony-van-dyck,nicolaas-rockox
Mannerism_Late_Renaissance,paolo-veronese,mystic-marriage-of-st-catherine-1
Impressionism,andre-dunoyer-de-segonzac,the-farm-on-the-estate-1923
Impressionism,stefan-popescu,autumn-landscape-1
Realism,vincent-van-gogh,girl-in-the-woods-1882(1)
Baroque,bartolome-esteban-murillo,the-immaculate-conception
Realism,george-catlin,ball-play-of-the-choctaw-ball-up-1850
Expressionism,otto-dix,self-portrait-as-a-prisoner-of-war
Art_Nouveau_Modern,nicholas-roerich,sorcerer-1909
Symbolism,nicholas-roerich,moonlight-sortavala-1918
Post_Impressionism,asgrimur-jonsson,from-h-safell-west-iceland-1950
Romanticism,ivan-aivazovsky,calm-sea-landscape-with-fishermen-1887
Abstract_Expressionism,raoul-ubac,rythme-rompu-1972
Art_Nouveau_Modern,henri-de-toulouse-lautrec,prostitutes-around-a-dinner-table
Abstract_Expressionism,kazuo-nakamura,inner-structure-1954
Ukiyo_e,utagawa-toyokuni,iwai-hanshiro
Art_Nouveau_Modern,raphael-kirchner,lillian-lorraine-1
Art_Nouveau_Modern,nicholas-roerich,vignette-for-book-n-k-roerich-1918-7
Post_Impressionism,paul-cezanne,blue-flowerpot-1885
Romanticism,george-stubbs,a-saddled-bay-hunter
Impressionism,claude-monet,water-lilies-1919-6
Art_Nouveau_Modern,anna-ostroumova-lebedeva,biron-palace-and-barges-1916
Symbolism,nicholas-roerich,mother-of-genghis-khan-1931
Symbolism,mikalojus-ciurlionis,sunrise-1904
Post_Impressionism,maxime-maufra,the-cliffs-at-polhor-1899
Post_Impressionism,jacek-malczewski,corpus-christi
Baroque,theodoor-van-thulden,time-reveals-the-truth
Minimalism,edward-corbett,washington-d-c-october-8-1964-1964
Realism,james-mcneill-whistler,annie-haden-1860
Realism,boris-kustodiev,abbess-1908-1
Baroque,peter-paul-rubens,study-for-an-equestrian-portrait-of-the-duke-of-lerma-1603
Baroque,rembrandt,presentation-in-the-temple-1654
Impressionism,claude-monet,houses-at-argenteuil
High_Renaissance,giorgione,the-three-philosophers-1509(2)
Impressionism,camille-pissarro,young-woman-and-child-at-the-well-1882
Art_Nouveau_Modern,pablo-picasso,couple-walking-1901
Romanticism,gustave-dore,don-quixote-10
Realism,charles-hermans,portrait-of-a-young-lady
Fauvism,othon-friesz,the-cottage-1901
Analytical_Cubism,georges-braque,man-with-a-guitar-1911
Realism,ivan-shishkin,in-the-fir-forest-1
Naive_Art_Primitivism,camille-bombois,baigneuses-1929
Realism,horia-bernea,landscape-1983
Impressionism,victor-borisov-musatov,flowers-1894
Realism,isaac-levitan,cypress-trees-at-the-mosque-1886
Realism,ilya-repin,portrait-of-the-physiologist-ivan-petrovich-pavlov-1924
Pointillism,theo-van-rysselberghe,pines-and-eucalyptus-at-cavelieri-1905
Expressionism,chaim-soutine,street-of-cagnes-sur-ner
Early_Renaissance,antonello-da-messina,portrait-of-a-man-1474
Romanticism,gustave-dore,resurrection-of-lazarus
Impressionism,t.-c.-steele,flower-mart-1890
Art_Nouveau_Modern,ivan-bilibin,magazine-cover-bugbear-1905
Impressionism,berthe-morisot,haystacks-at-bougival-1883
Art_Nouveau_Modern,boris-kustodiev,portrait-of-fyodor-chaliapin-1921
Expressionism,ernst-ludwig-kirchner,nudeyoung-woman-in-front-of-a-oven
Synthetic_Cubism,juan-gris,fruit-bowl-with-bottle-1914
Art_Nouveau_Modern,ivan-bilibin,illustration-for-a-poem-walls-of-cain-by-vyacheslav-ivanov-1906
Rococo,antoine-pesne,pygmalion-und-galatea-1747
Symbolism,konstantin-somov,in-the-bosquet-1899
Mannerism_Late_Renaissance,tintoretto,deploration-of-christ-1559
Impressionism,mihaly-munkacsy,landscape-with-river-1880
Baroque,rembrandt,young-girl-at-the-window
Expressionism,max-beckmann,brother-and-sister-1933
Impressionism,pericles-pantazis,little-shepherd-girl
Post_Impressionism,maxime-maufra,evening-at-the-sea-1909
Color_Field_Painting,barnett-newman,sixth-station-1962
New_Realism,yiannis-tsaroychis,the-areopagos-1964
Impressionism,john-henry-twachtman,an-early-winter
Symbolism,kuzma-petrov-vodkin,coast-1908
Art_Nouveau_Modern,heorhiy-narbut,self-portrait-with-family-1915
Pop_Art,gianfranco-baruchello,cavali-docili-resi-noncuranti-1977
Impressionism,claude-monet,the-break-up-of-the-ice
Baroque,canaletto,the-grand-canal-from-the-campo-san-vio-venice
Romanticism,ivan-aivazovsky,the-sunset-on-sea-1866
Impressionism,william-merritt-chase,wind-swept-sands-shinnecock-long-island
